publisher,game_count,total_owners,avg_positive_ratio,total_reviews,avg_price_eur,peak_ccu,total_owners_M
Borealys Games,1,150000.0,86.4,1438,19.99,3,0.15
Boogygames Studios,1,150000.0,57.5,181,4.99,0,0.15
Bonus Stage Publishing,1,150000.0,95.3,3615,20.99,86,0.15
KEMCO,1,150000.0,96.2,7772,29.99,183,0.15
KAVA Game Studio,1,150000.0,54.7,247,0.0,0,0.15
"Jolifess Inc., Fulinkazan Co.",1,150000.0,80.1,473,9.99,2,0.15
John Wizard,1,150000.0,79.9,394,0.0,0,0.15
John Szymanski,1,150000.0,91.6,1361,9.99,0,0.15
John Paul the Great Catholic University,1,150000.0,95.2,798,0.0,0,0.15
"Joeveno, NoQuarter",1,150000.0,98.4,2053,4.99,9,0.15
Altered Orbit Studios,1,150000.0,91.9,4436,24.99,137,0.15
Altaire,1,150000.0,73.3,303,6.99,1,0.15
Springloaded,1,150000.0,47.9,407,0.0,1,0.15
Andy Church,1,150000.0,89.4,2194,0.0,1,0.15
Junkhive,1,150000.0,87.3,118,1.99,0,0.15
Stereo7 Games,1,150000.0,52.9,121,1.99,0,0.15
Julian Edison,1,150000.0,87.3,496,7.99,1,0.15
JNI Games,1,150000.0,95.2,2620,12.99,30,0.15
JH12world,1,150000.0,21.0,124,5.99,0,0.15
JE Software,1,150000.0,83.2,447,4.99,0,0.15
Steelehouse VR Studios,1,150000.0,71.7,120,0.0,0,0.15
Stas Shostak,1,150000.0,75.9,427,6.99,0,0.15
Stardock,1,150000.0,53.1,789,0.0,2,0.15
Star-Star Studio,1,150000.0,87.9,701,0.0,289,0.15
Star Garden Games,1,150000.0,84.5,386,5.99,7,0.15
Standable,1,150000.0,80.7,1224,19.99,389,0.15
An Open Ben,1,150000.0,81.9,579,14.99,3,0.15
JosPlays,1,150000.0,28.0,168,1.99,0,0.15
"Jonas Tyroller, FondGame",1,150000.0,97.3,2729,10.99,9,0.15
frecle,1,150000.0,87.0,662,2.24,1,0.15
evolvedlabs,1,150000.0,84.8,969,4.99,0,0.15
Storytaco,1,150000.0,91.1,4190,19.99,34,0.15
Stormind Games,1,150000.0,74.1,2195,19.99,3,0.15
Dharker Studios,1,150000.0,80.0,705,2.24,0,0.15
"Devolver Digital, Big Fan Games",1,150000.0,78.1,1008,3.99,2,0.15
DevilishGames,1,150000.0,66.7,147,1.49,0,0.15
Devcats,1,150000.0,99.4,4009,3.99,6,0.15
DesktopPaints LLC,1,150000.0,72.5,593,3.99,13,0.15
Cosmo D Studios,1,150000.0,89.2,1721,0.0,1,0.15
Com2us Holdings,1,150000.0,70.8,359,14.99,4,0.15
Colorgrave,1,150000.0,92.4,435,14.99,3,0.15
Isto Inc.,1,150000.0,89.2,2570,7.79,45,0.15
Isolated Games,1,150000.0,74.9,2301,10.49,45,0.15
Ishtar Games,1,150000.0,77.6,1691,1.99,21,0.15
Broken Arms Games,1,150000.0,77.4,1023,24.99,4,0.15
Stonebrick Studios,1,150000.0,90.7,1101,29.99,1,0.15
Stolen Couch Games,1,150000.0,85.5,650,4.99,0,0.15
BrickCream,1,150000.0,81.2,398,2.99,0,0.15
Brawsome,1,150000.0,88.1,344,9.99,0,0.15
Steppe Hare Studio,1,150000.0,94.6,1381,6.99,1,0.15
Stephen Crabb,1,150000.0,69.5,164,0.99,1,0.15
Jason Godbey,1,150000.0,73.6,1320,3.99,2,0.15
"JanduSoft, Anotherindie",1,150000.0,93.1,1372,16.99,4,0.15
Brainseed Factory,1,150000.0,86.0,827,9.99,1,0.15
Brainchild,1,150000.0,84.9,139,6.99,1,0.15
IronEqual,1,150000.0,76.8,521,0.0,0,0.15
Stray Bombay,1,150000.0,46.7,1835,9.99,1,0.15
"Stratera Games, Rogue Duck Interactive",1,150000.0,92.8,615,11.99,1,0.15
Strangely Interactive Ltd,1,150000.0,82.1,2714,17.99,3,0.15
Strange_Indie_Team,1,150000.0,72.3,249,4.99,0,0.15
StrangeLight Games,1,150000.0,64.4,317,0.99,0,0.15
Strange Scaffold,1,150000.0,68.9,119,4.99,2,0.15
"Stovetop, LLC",1,150000.0,93.6,2436,9.99,4,0.15
Studio Z 3D,1,150000.0,68.2,110,0.0,0,0.15
Iron Galaxy Studios,1,150000.0,83.7,1818,4.99,2,0.15
Stork Game,1,150000.0,91.1,214,1.74,0,0.15
Ivanovich Games,1,150000.0,77.4,336,9.99,0,0.15
Ivan Zanotti's MyMadnessWorks,1,150000.0,94.0,3206,3.99,3,0.15
Inworld AI,1,150000.0,70.8,349,0.0,0,0.15
Invisible Walls,1,150000.0,78.9,4015,14.99,13,0.15
InvertMouse,1,150000.0,88.4,2020,0.0,2,0.15
"Intrepid Studios, Inc.",1,150000.0,36.8,805,0.0,0,0.15
Instinct Software Ltd.,1,150000.0,61.3,432,0.99,0,0.15
Studio Nanafushi,1,150000.0,84.4,2769,9.99,9,0.15
Studio Maka,1,150000.0,78.0,854,14.99,2,0.15
"Studio Hatch Co., Ltd.",1,150000.0,55.3,262,7.99,4,0.15
Studio Evil,1,150000.0,83.8,685,9.99,0,0.15
Struckd AG,1,150000.0,52.7,370,0.0,0,0.15
Briganti,1,150000.0,95.2,3278,44.99,155,0.15
InnoGames,1,150000.0,72.0,738,0.0,66,0.15
ION LANDS,1,150000.0,68.7,1046,0.0,2,0.15
Brandon Moore,1,150000.0,77.6,731,2.99,4,0.15
Brandon Brizzi,1,150000.0,78.9,336,4.99,0,0.15
"Infogrames, Atari",1,150000.0,82.2,1819,14.99,8,0.15
Infinitap Games,1,150000.0,76.0,2916,14.99,1,0.15
Infectious Ape,1,150000.0,84.1,966,14.99,6,0.15
"Indoor Astronaut, Kepler Ghost",1,150000.0,90.3,1310,14.99,103,0.15
Sunblink,1,150000.0,94.2,5691,39.99,1129,0.15
"Summitsphere, Joystick Ventures",1,150000.0,96.2,3588,19.99,31,0.15
Suits &amp; Sandals,1,150000.0,95.7,1374,0.0,3,0.15
Submersivo Game Studio,1,150000.0,80.1,724,3.99,0,0.15
Subatomic Studios LLC,1,150000.0,64.9,328,4.99,4,0.15
Subagames,1,150000.0,60.6,424,0.0,0,0.15
Stuffed Wombat,1,150000.0,95.1,1566,7.99,50,0.15
"Studio Élan, Studio Elan",1,150000.0,94.2,2613,12.99,2,0.15
IceTorch Interactive,1,150000.0,76.6,274,9.99,0,0.15
Bslteam,1,150000.0,44.8,315,2.99,0,0.15
IonFX Studios,1,150000.0,77.3,1210,14.99,1,0.15
IceSitruuna,1,150000.0,84.0,1724,9.74,14,0.15
Ice Code Games,1,150000.0,63.8,105,0.99,0,0.15
Ian Campbell,1,150000.0,92.7,1882,4.99,0,0.15
"IWPLAY WORLD INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LTD.",1,150000.0,89.9,869,0.0,1,0.15
IVR,1,150000.0,88.3,521,0.0,0,0.15
Surefire.Games,1,150000.0,64.5,287,10.99,0,0.15
Super Bit Machine,1,150000.0,85.0,688,0.0,0,0.15
Sunpeak Games,1,150000.0,89.3,901,14.99,10,0.15
Sundae Month,1,150000.0,73.1,952,9.99,0,0.15
IndieGameMama,1,150000.0,94.4,629,0.99,0,0.15
Imperia Online JSC,1,150000.0,58.6,302,0.0,5,0.15
Ilogin Studio,1,150000.0,60.7,600,6.99,2,0.15
Inspire Game Studios,1,150000.0,88.7,1192,9.99,0,0.15
Cold Hours,1,150000.0,80.9,737,0.0,683,0.15
Digital Furnace Games,1,150000.0,38.9,373,1.81,0,0.15
INSTEAD Community,1,150000.0,82.8,244,0.0,0,0.15
INNOVATION DREAM,1,150000.0,93.6,391,4.99,11,0.15
Bulldog Interactive,1,150000.0,90.0,767,18.99,27,0.15
Alper Gonen,1,150000.0,53.0,428,0.99,0,0.15
Alliance Arts,1,150000.0,80.2,1975,29.99,64,0.15
All Yes Good,1,150000.0,91.8,1141,8.88,19,0.15
All Seeing Eye Games,1,150000.0,89.9,3912,2.99,1,0.15
Alex Zhang,1,150000.0,61.4,687,0.99,0,0.15
Alex Olinkiewicz,1,150000.0,86.7,518,0.0,0,0.15
Alessandro Guzzo,1,150000.0,75.3,687,2.39,2,0.15
Svantech Studios,1,150000.0,75.1,839,8.99,0,0.15
Ignatus Zuk and Gonzalo Villagomez,1,150000.0,76.7,1827,0.69,0,0.15
"Idle System, Inc.",1,150000.0,69.3,958,0.0,54,0.15
Icy Donut,1,150000.0,48.7,669,0.0,1,0.15
HyperStar Group,1,150000.0,74.6,951,9.99,1,0.15
"HypeTrain Digital, Sidekick Publishing",1,150000.0,91.1,1897,14.99,166,0.15
Huw Millward,1,150000.0,95.9,1998,9.99,10,0.15
"Tacty Studio, Santor Games",1,150000.0,80.9,6853,24.99,3366,0.15
Bruner House,1,150000.0,90.1,2026,24.99,9,0.15
Brudingo Broductions,1,150000.0,94.2,794,0.0,0,0.15
Broken Clock,1,150000.0,72.4,1357,7.19,10,0.15
"TALESSHOP Co., Ltd.",1,150000.0,85.0,1284,0.0,0,0.15
TABINOMICHI,1,150000.0,94.2,3523,4.99,11,0.15
T.D,1,150000.0,77.7,220,0.0,0,0.15
System 3,1,150000.0,76.9,752,29.99,5,0.15
Swell Games LLC,1,150000.0,72.3,815,0.0,45,0.15
"Swearl, LLC",1,150000.0,68.7,284,0.0,74,0.15
ITBT  Studio,1,150000.0,52.2,669,0.0,0,0.15
ISY,1,150000.0,91.3,826,6.99,0,0.15
ColePowered Games,1,150000.0,87.4,644,6.99,0,0.15
"Horizon Hobby, LLC",1,150000.0,85.6,790,0.0,92,0.15
Team Eleven,1,150000.0,92.8,870,0.0,0,0.15
Team DYO,1,150000.0,96.8,1623,0.0,3,0.15
Team DOTS,1,150000.0,75.8,562,0.0,0,0.15
Digital Eel,1,150000.0,65.5,606,4.99,0,0.15
Digital Eclipse,1,150000.0,79.3,947,13.99,19,0.15
dosowisko.net,1,150000.0,81.7,356,0.0,1,0.15
diman production,1,150000.0,77.4,1130,1.99,3,0.15
concluse_dev,1,150000.0,75.3,506,0.0,0,0.15
candyrocketstudio,1,150000.0,59.6,319,0.0,1,0.15
byolivierb,1,150000.0,89.7,866,0.0,1,0.15
bucikpro,1,150000.0,43.0,1641,2.99,0,0.15
bhungry,1,150000.0,81.0,1730,2.99,13,0.15
"batcholi, FloDKSM",1,150000.0,87.8,181,19.99,16,0.15
"asraworks, Team17",1,150000.0,89.4,1126,6.79,11,0.15
I Need Play,1,150000.0,34.2,453,1.99,0,0.15
Alastair John Jack,1,150000.0,87.7,2503,2.99,4,0.15
Alan Edwardes,1,150000.0,86.4,2257,5.99,0,0.15
Akim Games,1,150000.0,73.8,549,0.99,0,0.15
Team HalfBeard,1,150000.0,86.6,2506,14.99,8,0.15
"Team Fray, McLeodGaming",1,150000.0,78.0,1335,19.99,5,0.15
Tactic Studios Inc.,1,150000.0,72.2,306,0.0,0,0.15
TSUKUYOMIC,1,150000.0,86.9,1757,5.99,100,0.15
TREASURE,1,150000.0,94.6,2223,9.99,5,0.15
"TERC, Inc.",1,150000.0,93.3,1201,11.99,38,0.15
TEAM101,1,150000.0,57.6,264,0.0,0,0.15
Bulbware,1,150000.0,88.2,1097,8.99,0,0.15
Buffalo Vision,1,150000.0,85.4,356,0.0,4,0.15
Budget Friendly Entertainment,1,150000.0,83.4,157,14.99,0,0.15
Bucketplay Inc.,1,150000.0,75.9,622,0.0,0,0.15
"HowlingRain, 台灣響雨互娛, 響雨@OSAKA",1,150000.0,87.4,491,7.99,10,0.15
Hough Studio,1,150000.0,94.4,1054,9.99,6,0.15
HistoryAccurateDevelopers,1,150000.0,97.5,1917,6.99,2,0.15
Hikare 个人汉化,1,150000.0,97.8,1414,0.0,4,0.15
High Brazil Studio,1,150000.0,63.9,2748,19.99,57,0.15
HiTech Creations Inc.,1,150000.0,58.6,418,0.0,3,0.15
"Hook Games, GrabTheGames, WhisperGames",1,150000.0,79.4,844,6.99,1,0.15
Teal Fire,1,150000.0,77.1,595,10.99,0,0.15
TapBlaze,1,150000.0,88.7,5719,9.99,112,0.15
Tamationgames,1,150000.0,91.2,670,0.0,0,0.15
Tamasenco,1,150000.0,67.7,783,0.0,36,0.15
Talking About Media,1,150000.0,65.7,1407,14.99,0,0.15
Tale of Tales,1,150000.0,78.2,969,9.99,1,0.15
Hong Kong Netease Interactive Entertainment Limited,1,150000.0,59.4,589,0.0,0,0.15
Homewreckers Studio,1,150000.0,51.9,462,0.0,0,0.15
Hometopia Inc.,1,150000.0,59.1,761,8.99,6,0.15
Albino Moose Games,1,150000.0,96.0,3405,9.99,11,0.15
Alawar Premium,1,150000.0,73.8,576,0.0,0,0.15
Hello John,1,150000.0,57.8,206,7.99,0,0.15
Hedge Knight Games,1,150000.0,76.5,400,1.99,0,0.15
"Heaven Brotherhood, GrabTheGames",1,150000.0,49.2,451,0.0,2,0.15
"HeR Interactive, Inc.",1,150000.0,55.0,1087,21.99,6,0.15
TechnoTal,1,150000.0,92.9,3240,0.0,61,0.15
"Humongous Entertainment, Nightdive Studios",1,150000.0,97.6,1235,6.99,12,0.15
"Humble Games, XD",1,150000.0,96.6,8541,19.99,46,0.15
Human Head Studios,1,150000.0,89.6,884,9.99,2,0.15
Huebotics,1,150000.0,63.1,1075,0.0,0,0.15
TechSmith Corporation,1,150000.0,73.2,369,0.0,0,0.15
Team9,1,150000.0,98.8,4538,0.0,4,0.15
Team Terrible,1,150000.0,96.3,1347,8.99,11,0.15
"Alcedo Games, Gamersky Games",1,150000.0,89.2,3561,5.99,266,0.15
CAPCOM,1,150000.0,31.2,3088,19.99,8,0.15
Burnout Game Ventures,1,150000.0,85.3,463,0.0,1,0.15
Hmmm Games,1,150000.0,70.9,282,0.0,0,0.15
Afterthought Studios,1,150000.0,86.8,1300,0.0,0,0.15
Aftabi Games,1,150000.0,67.7,1081,19.99,13,0.15
Aeternum Game Studios S.L,1,150000.0,76.3,1756,29.99,20,0.15
Aestronauts,1,150000.0,79.1,163,0.0,0,0.15
Grynsoft,1,150000.0,79.8,1248,14.99,2,0.15
Hongyuan Game,1,150000.0,79.4,471,12.99,0,0.15
"The Arcade Crew, Maple Whispering Limited",1,150000.0,75.2,2344,3.99,8,0.15
"The Arcade Crew, Gamirror Games",1,150000.0,73.4,1340,22.99,26,0.15
"The Arcade Crew, Gamera Game (China)",1,150000.0,96.5,254,0.0,0,0.15
The Arcade Crew,1,150000.0,92.9,1989,19.99,2,0.15
The Animation Workshop,1,150000.0,90.5,1361,0.0,6,0.15
"That Fish, That Other Fish",1,150000.0,89.8,2722,14.99,15,0.15
Teneke Kafalar,1,150000.0,85.9,1182,0.0,0,0.15
"TendoGames Co., Ltd., Cube Game",1,150000.0,76.2,1399,39.99,5,0.15
Henteko Doujin,1,150000.0,75.5,359,5.99,0,0.15
Helmet Games,1,150000.0,53.2,916,0.0,4,0.15
Happy Broccoli Games,1,150000.0,95.7,5090,9.99,41,0.15
ansdor,1,150000.0,87.5,1650,9.99,0,0.15
"aliasBLACK, Squeaky Wheel",1,150000.0,90.0,1146,9.99,54,0.15
a2z Interactive,1,150000.0,66.4,5027,19.99,115,0.15
Zoo Corporation,1,150000.0,86.2,1770,0.99,1,0.15
Happinet,1,150000.0,86.1,1115,39.99,24,0.15
"Hangzhou Xinlan Network Technology Co.,Ltd.",1,150000.0,52.8,1556,8.99,4,0.15
"HandyGames, THQ Nordic",1,150000.0,79.7,861,39.99,101,0.15
HanbitSoft Inc.,1,150000.0,57.1,2206,12.99,28,0.15
Hamster On Coke Games,1,150000.0,95.1,3050,1.99,0,0.15
Halfbus,1,150000.0,70.5,2204,19.99,3,0.15
Halfbrick Studios Pty Ltd,1,150000.0,95.6,3961,9.99,8,0.15
Half-Face Games,1,150000.0,77.9,244,0.0,0,0.15
Half Mermaid,1,150000.0,84.3,1678,19.99,2,0.15
Agharta Studio,1,150000.0,84.7,535,9.99,0,0.15
Age of Fear,1,150000.0,84.3,401,0.0,0,0.15
CCMC Corp.,1,150000.0,84.5,444,9.99,2,0.15
CBE software,1,150000.0,86.0,878,19.99,1,0.15
GreenGuy,1,150000.0,96.3,1791,14.99,192,0.15
Therefore Games,1,150000.0,78.9,1204,14.99,9,0.15
TheGamePublisher.com,1,150000.0,63.6,269,0.99,0,0.15
Groupees Interactive,1,150000.0,39.1,156,4.99,0,0.15
Group Pug,1,150000.0,88.4,675,0.0,0,0.15
Grizzly Wolf Games LLC,1,150000.0,51.3,390,1.99,0,0.15
Grinning Games,1,150000.0,92.5,333,0.0,0,0.15
The Munky,1,150000.0,76.1,1092,17.99,2,0.15
The Drone Racing League,1,150000.0,84.2,4047,9.99,45,0.15
The Cat Hive Developers,1,150000.0,94.5,1022,0.0,0,0.15
"Hainan Legendkey Network Technology Co., Ltd.",1,150000.0,54.7,148,0.0,0,0.15
HE SAW,1,150000.0,92.0,1718,1.03,6,0.15
"H2 Interactive Co., Ltd., SUPERDAY",1,150000.0,91.3,1325,5.99,4,0.15
"HappyGames, Tora Creatives",1,150000.0,83.6,872,1.99,0,0.15
Three Fields Entertainment ,1,150000.0,47.5,650,19.99,0,0.15
Three Donkeys LLC,1,150000.0,87.3,346,5.24,0,0.15
Thomas Moon Kang,1,150000.0,96.2,905,4.99,3,0.15
Thomas Förg,1,150000.0,41.6,1904,3.99,0,0.15
ThinMatrix,1,150000.0,92.6,2949,4.99,9,0.15
Thibaud Michaud,1,150000.0,75.8,1079,34.99,22,0.15
"Green Man Gaming Publishing, Feel Good Games",1,150000.0,63.3,2988,21.99,17,0.15
ZingFront,1,150000.0,35.2,128,0.0,0,0.15
Zilong Game Limited,1,150000.0,52.1,1192,0.0,4,0.15
"Digixart, THQ Nordic",1,150000.0,68.1,1656,12.96,6,0.15
DigitalDNA Games LLC,1,150000.0,71.9,306,0.0,0,0.15
Digital Tentacle,1,150000.0,88.9,2095,4.99,0,0.15
Digital Life 数字生命,1,150000.0,74.9,386,3.99,21,0.15
Conatus Creative Inc.,1,150000.0,75.9,2452,2.99,2,0.15
"ZiMAD, Inc.",1,150000.0,79.8,1879,0.0,3,0.15
"CFK Co., Ltd.",1,150000.0,74.9,1173,9.99,2,0.15
Tiny Roar,1,150000.0,84.1,647,0.0,0,0.15
Tiny Leviathan,1,150000.0,47.8,735,19.99,1,0.15
Tiny Forge Gaming,1,150000.0,84.4,639,9.99,2,0.15
Tin Can Studio,1,150000.0,84.7,1198,14.99,3,0.15
Time2Play Gaming Studios,1,150000.0,34.4,395,0.0,0,0.15
"Good Shepherd Entertainment, Surefire.Games",1,150000.0,72.1,731,19.99,0,0.15
"Good Shepherd Entertainment, Devolver Digital",1,150000.0,54.2,883,9.99,0,0.15
The-Mark Entertainment,1,150000.0,73.5,336,0.99,0,0.15
The Working Parts,1,150000.0,84.1,1283,1.99,0,0.15
The Stranger,1,150000.0,90.0,2818,7.99,194,0.15
The Simutrans Team,1,150000.0,75.2,622,0.0,31,0.15
The Scholastics,1,150000.0,81.2,704,14.99,1,0.15
Guard Crush,1,150000.0,95.9,759,9.99,2,0.15
Gua,1,150000.0,88.3,2298,9.99,0,0.15
ThunderLime,1,150000.0,83.8,1131,0.0,1,0.15
Throughline Games,1,150000.0,89.9,1876,19.99,5,0.15
"Adventure Productions, Daring Touch",1,150000.0,74.4,731,6.99,0,0.15
Advanced Games B,1,150000.0,69.0,2081,1.99,2,0.15
Acuze Interactives,1,150000.0,31.2,144,0.0,0,0.15
"Tomorrow Corporation, Flyhigh Works",1,150000.0,92.8,293,19.99,1,0.15
Toasty Leaf AB,1,150000.0,51.2,762,0.0,1,0.15
Camouflaj,1,150000.0,77.4,831,0.0,4,0.15
"Callback, ln404",1,150000.0,93.0,3205,9.99,49,0.15
Cadence Games,1,150000.0,52.2,381,0.0,2,0.15
Graviteam,1,150000.0,82.8,448,29.99,0,0.15
Graphite Lab,1,150000.0,68.8,362,19.99,1,0.15
GoonCorp Inc.,1,150000.0,95.8,450,3.99,0,0.15
CHEST BOX,1,150000.0,59.4,438,4.99,0,0.15
CHANGYOU.COM HK LIMITED,1,150000.0,68.9,447,0.0,0,0.15
"Glowfish Interactive, Rangatang",1,150000.0,62.8,608,7.99,10,0.15
Global Games,1,150000.0,66.3,243,0.0,0,0.15
Tiny Shiny Things,1,150000.0,68.3,461,0.0,0,0.15
Top Right Corner,1,150000.0,86.1,670,0.0,1,0.15
Aehmttw (Matei Budiu),1,150000.0,94.0,704,0.0,0,0.15
Adventurepro Games LLC,1,150000.0,91.3,1166,14.99,3,0.15
Geoff 'Zag' Keene,1,150000.0,61.4,1786,1.99,1,0.15
General Mills,1,150000.0,80.1,2012,0.0,0,0.15
"General Interactive Co., WhisperGames",1,150000.0,85.5,179,0.0,0,0.15
Gem Rose Accent,1,150000.0,46.4,267,1.99,0,0.15
Garage Monkeys,1,150000.0,78.7,591,15.99,3296,0.15
Glass Bottom Games,1,150000.0,63.1,217,14.99,1,0.15
"Goblinz Publishing, WhisperGames",1,150000.0,62.2,1218,14.99,1,0.15
Glumberland,1,150000.0,91.6,1412,29.99,6,0.15
Candymakers,1,150000.0,81.5,1786,24.99,3,0.15
Giraffe Lab LLC,1,150000.0,97.4,2699,29.99,455,0.15
Ggame Studio,1,150000.0,87.0,1169,0.0,1,0.15
GexagonVR,1,150000.0,86.9,221,0.0,0,0.15
Gestalt Development Studio,1,150000.0,71.3,352,0.99,1,0.15
Travis Miller,1,150000.0,95.1,2218,14.99,1214,0.15
"Games Operators, Modus Games",1,150000.0,75.4,1726,24.99,9,0.15
Games Of Tomorrow GmbH,1,150000.0,74.8,5217,21.99,52,0.15
Games Foundry,1,150000.0,36.8,2813,0.0,0,0.15
"Gamera Interactive, Ancient Scroll",1,150000.0,72.7,1361,34.99,11,0.15
Gamera Interactive,1,150000.0,80.8,537,14.99,0,0.15
"Gamera Games, Gamirror Games",1,150000.0,96.6,2678,4.99,3,0.15
Gameplay Group International,1,150000.0,80.9,4457,19.99,5,0.15
Carmine T. Guida,1,150000.0,76.9,360,0.0,1,0.15
CSR-Studios,1,150000.0,87.1,2416,2.99,1,0.15
CP Decision,1,150000.0,81.1,386,4.99,1,0.15
Tower Games,1,150000.0,78.9,861,14.99,2,0.15
Touz,1,150000.0,37.5,937,14.99,0,0.15
TotallyNotReptillian,1,150000.0,68.3,164,0.99,1,0.15
Torrunt,1,150000.0,87.5,1431,6.99,17,0.15
Toplitz,1,150000.0,29.1,151,19.99,0,0.15
Tupã Games,1,150000.0,73.8,755,19.99,0,0.15
Tudor Sandru,1,150000.0,61.9,1513,0.0,4,0.15
Trumbus,1,150000.0,79.2,1207,0.0,1,0.15
Trophy Games,1,150000.0,76.2,638,9.99,7,0.15
Triverske,1,150000.0,80.4,976,4.99,2,0.15
Triskell Interactive,1,150000.0,68.3,1186,19.99,3,0.15
Triple.B.Titles,1,150000.0,82.9,811,4.99,1,0.15
Zerone Games,1,150000.0,80.8,1367,5.99,10,0.15
ZeroWorldwide,1,150000.0,70.1,361,0.0,18,0.15
Gizmoplay Ltd,1,150000.0,63.4,429,0.0,6,0.15
Trinket Studios,1,150000.0,95.5,2625,19.99,11,0.15
Trident Game Studio,1,150000.0,62.3,191,0.99,0,0.15
Tricktale,1,150000.0,73.9,498,1.99,0,0.15
Trickster Arts,1,150000.0,78.7,441,0.0,0,0.15
Trickjump Games,1,150000.0,72.7,978,9.99,3,0.15
Triangle Factory,1,150000.0,84.6,1327,19.99,12,0.15
"Divergent Realities, LLC",1,150000.0,88.9,872,0.0,9,0.15
Disquire,1,150000.0,78.3,604,0.0,0,0.15
Disparity Games,1,150000.0,80.6,324,6.99,1,0.15
Game Troopers,1,150000.0,49.0,255,0.0,2,0.15
Two Tribes,1,150000.0,85.0,1046,14.99,3,0.15
"Twisted II Studio, Feardemic",1,150000.0,84.2,1331,0.0,3,0.15
"Twinbeard, Inc.",1,150000.0,94.9,2586,0.0,4,0.15
"Twin Sails Interactive, Days of Wonder",1,150000.0,80.2,1310,9.99,32,0.15
"Twin Sails Interactive, CE-Asia",1,150000.0,86.1,3692,27.99,251,0.15
TraipseWare,1,150000.0,97.7,2884,18.99,29,0.15
Capriccio,1,150000.0,90.1,382,0.0,1,0.15
"Capcom U.S.A., Inc.",1,150000.0,54.5,2384,12.99,3,0.15
"Gameparic, Games Incubator, PlayWay S.A.",1,150000.0,73.7,236,0.0,1,0.15
Gameclaw Studio,1,150000.0,66.7,204,24.99,3,0.15
Gamecan,1,150000.0,70.5,498,0.0,0,0.15
Turmoil Games,1,150000.0,81.1,567,0.0,0,0.15
Futuremark,1,150000.0,85.1,503,0.0,0,0.15
"Acceleroto, Inc.",1,150000.0,90.2,561,19.99,1,0.15
Above and Beyond Technologies,1,150000.0,42.7,1956,9.99,0,0.15
AZAMATIKA,1,150000.0,95.5,2094,0.0,3,0.15
AURORA Games,1,150000.0,58.2,7781,17.99,23,0.15
Game Maker's Toolkit,1,150000.0,89.2,1135,9.99,3,0.15
Gambit Digital,1,150000.0,81.1,3156,29.99,97,0.15
GalaxyTrail,1,150000.0,95.1,4748,14.99,4,0.15
"GRYPHLINE, Fireshine Games",1,150000.0,87.9,1161,19.99,4352,0.15
Zeno Rogue,1,150000.0,96.0,453,9.99,1,0.15
Zeiva Inc,1,150000.0,92.7,1266,0.0,1,0.15
Zaxiquej,1,150000.0,92.0,585,2.99,1,0.15
DnS Development,1,150000.0,47.4,194,1.99,0,0.15
Dmytry Lavrov,1,150000.0,72.5,494,6.99,0,0.15
Dmitry Zheltobriukhov,1,150000.0,94.8,484,5.99,17,0.15
Dmitry Medvedev,1,150000.0,64.5,439,0.0,0,0.15
"Ultimate Games S.A., PlayWay S.A.",1,150000.0,74.0,1768,1.99,23,0.15
"Ultimate Games S.A., Art Games Studio S.A.",1,150000.0,77.4,186,5.99,0,0.15
USANIK STD,1,150000.0,88.0,326,0.0,0,0.15
ULTRA ULTRA,1,150000.0,77.3,1712,24.99,1,0.15
UAB Detis,1,150000.0,78.4,523,0.0,1,0.15
Achpile,1,150000.0,53.4,161,0.0,0,0.15
GRASSHOPPER MANUFACTURE INC.,1,150000.0,88.3,875,4.99,4,0.15
GP Games,1,150000.0,33.1,148,0.0,3,0.15
GCORES PUBLISHING,1,150000.0,98.3,2675,0.0,5,0.15
Twilight Sonata Studio,1,150000.0,71.9,2076,4.99,2,0.15
Tvr Games,1,150000.0,55.8,452,0.0,0,0.15
Tutto Passa,1,150000.0,98.6,4037,10.99,16,0.15
Caret Games,1,150000.0,42.8,348,0.0,0,0.15
Captain Games,1,150000.0,88.5,1874,4.99,41,0.15
Capricia Productions,1,150000.0,77.0,226,5.99,0,0.15
G-Blood,1,150000.0,86.1,953,2.99,0,0.15
Catness Game Studios SL,1,150000.0,85.5,138,0.0,0,0.15
Carrot Studios,1,150000.0,67.9,134,1.99,0,0.15
Full Trek Media,1,150000.0,91.6,1531,0.0,3,0.15
"Full Control, THQ Nordic",1,150000.0,46.7,769,19.99,0,0.15
Fuero Games,1,150000.0,56.5,549,0.0,0,0.15
FutureGameStudio,1,150000.0,64.0,100,0.0,1,0.15
"Future Friends Games, AuntyGames",1,150000.0,94.2,1735,4.99,28,0.15
Funselektor Labs Inc.,1,150000.0,88.1,2995,4.79,2,0.15
Freehold Games,1,150000.0,80.0,584,14.99,0,0.15
GameLooper,1,150000.0,68.4,234,0.0,0,0.15
GameDev.ist,1,150000.0,79.4,486,2.49,4,0.15
Game*Spark Publishing,1,150000.0,85.0,494,39.99,50,0.15
Celeris ,1,150000.0,82.9,755,24.99,41,0.15
Cavalier Game Studios,1,150000.0,92.3,3840,19.99,20,0.15
Umbra Evolution,1,150000.0,71.3,564,0.0,0,0.15
Ultimo Games,1,150000.0,95.8,308,0.0,1,0.15
Untame,1,150000.0,84.3,676,14.99,0,0.15
FrozenShard Games,1,150000.0,70.3,370,0.0,0,0.15
